file,n,lambda,m,alpha,mu,chernoff_bound,empirical_risk,chain,date,baseline
celestia_weights.csv,100,0.1,40,0.2,8.133522,0.3301888,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.2,40,0.2,7.45202,0.2128378,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.3,40,0.2,6.770517,0.1199721,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.0,40,0.25,10.108535,0.7096934,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.1,40,0.25,9.337681,0.5655699,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.2,40,0.25,8.566828,0.4131215,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.3,40,0.25,7.795974,0.2695414,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.0,40,0.3,12.113018,0.9598485,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.1,40,0.3,11.221716,0.8759473,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.2,40,0.3,10.330414,0.7475381,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.3,40,0.3,9.439113,0.5853554,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.0,40,0.33,13.791854,1.0,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.1,40,0.33,12.812668,0.9929721,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.2,40,0.33,11.833483,0.9385991,0.0,celestia,2025-10-14,uniform
celestia_weights.csv,100,0.3,40,0.33,10.854298,0.8280095,0.0,celestia,2025-10-14,uniform
cosmoshub_weights.csv,200,0.0,80,0.2,16.176752,0.1035794,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.1,80,0.2,14.639077,0.03710551,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.2,80,0.2,13.101402,0.009261858,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.3,80,0.2,11.563726,0.001394633,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.0,80,0.25,22.98809,0.8218344,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.1,80,0.25,20.849281,0.5821324,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.2,80,0.25,18.710472,0.3237677,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.3,80,0.25,16.571663,0.1287521,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.0,80,0.3,25.684975,0.987571,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.1,80,0.3,23.316478,0.8517558,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.2,80,0.3,20.94798,0.5942886,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.3,80,0.3,18.579483,0.3093188,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.0,80,0.33,28.320905,1.0,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.1,80,0.33,25.728815,0.9886693,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.2,80,0.33,23.136724,0.8356715,0.0,cosmoshub,2025-10-14,uniform
cosmoshub_weights.csv,200,0.3,80,0.33,20.544634,0.5443868,0.0,cosmoshub,2025-10-14,uniform
injective_weights.csv,50,0.0,20,0.2,4.296066,0.6465929,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.1,20,0.2,3.986459,0.5484499,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.2,20,0.2,3.676853,0.4446873,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.3,20,0.2,3.367246,0.3403932,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.0,20,0.25,5.480715,0.9180152,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.1,20,0.25,5.092643,0.8503006,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.2,20,0.25,4.704572,0.7612668,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.3,20,0.25,4.3165,0.6527737,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.0,20,0.3,6.593923,0.9997325,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.1,20,0.3,6.134531,0.9847312,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.2,20,0.3,5.675138,0.9438908,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.3,20,0.3,5.215746,0.8741184,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.0,20,0.33,7.409457,1.0,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.1,20,0.33,6.908511,1.0,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.2,20,0.33,6.407565,0.9965137,0.0,injective,2025-10-14,uniform
injective_weights.csv,50,0.3,20,0.33,5.90662,0.9679254,0.0,injective,2025-10-14,uniform
near_weights.csv,318,0.0,127,0.2,27.136213,0.05860397,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.1,127,0.2,24.622277,0.01431308,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.2,127,0.2,22.108341,0.002096764,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.3,127,0.2,19.594406,0.0001513329,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.0,127,0.25,35.238151,0.6211369,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.1,127,0.25,31.993896,0.3283105,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.2,127,0.25,28.74964,0.1177312,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.3,127,0.25,25.505385,0.02470089,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.0,127,0.3,39.140604,0.9168502,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.1,127,0.3,35.54604,0.6492113,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.2,127,0.3,31.951477,0.324833,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.3,127,0.3,28.356913,0.1006395,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.0,127,0.33,42.552725,1.0,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.1,127,0.33,38.656887,0.8899865,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.2,127,0.33,34.761048,0.5770396,0.0,near,2025-10-14,uniform
near_weights.csv,318,0.3,127,0.33,30.86521,0.2416303,0.0,near,2025-10-14,uniform
osmosis_weights.csv,100,0.0,40,0.2,8.279111,0.3575433,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.1,40,0.2,7.6512,0.2449736,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.2,40,0.2,7.023289,0.1511104,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.3,40,0.2,6.395377,0.08136131,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.0,40,0.25,10.281,0.7392865,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.1,40,0.25,9.5329,0.6034856,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.2,40,0.25,8.7848,0.4561033,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.3,40,0.25,8.0367,0.3123621,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.0,40,0.3,12.173096,0.9638098,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.1,40,0.3,11.315787,0.8870037,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.2,40,0.3,10.458477,0.768422,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.3,40,0.3,9.601167,0.6165664,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.0,40,0.33,13.965294,1.0,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.1,40,0.33,13.008764,0.9973043,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.2,40,0.33,12.052235,0.9556231,0.0,osmosis,2025-10-14,uniform
osmosis_weights.csv,100,0.3,40,0.33,11.095706,0.8603484,0.0,osmosis,2025-10-14,uniform
sei_weights.csv,40,0.0,16,0.2,3.746127,0.7991852,0.0,sei,2025-10-14,uniform
sei_weights.csv,40,0.1,16,0.2,3.531514,0.7360654,0.0,sei,2025-10-14,uniform
sei_weights.csv,40,0.2,16,0.2,3.316901,0.6645707,0.0,sei,2025-10-14,uniform
sei_weights.csv,40,0.3,16,0.2,3.102289,0.5857708,0.0,sei,2025-10-14,uniform
sei_weights.csv,40,0.0,16,0.25,4.510959,0.9512537,0.0,sei,2025-10-14,uniform
sei_weights.csv,40,0.1,16,0.25,4.259863,0.9137757,0.0,sei,2025-10-14,uniform
sei_weights.csv,40,0.2,16,0.25,4.008767,0.8642558,0.0,sei,2025-10-14,uniform
sei_weights.csv,40,0.3,16,0.25,3.757672,0.8023304,0.0,sei,2025-10-14,uniform
sei_weights.csv,40,0.0,16,0.3,5.265517,0.9997089,0.12118,sei,2025-10-14,uniform
sei_weights.csv,40,0.1,16,0.3,4.978965,0.9916281,0.08796,sei,2025-10-14,uniform
sei_weights.csv,40,0.2,16,0.3,4.692414,0.9712413,0.065,sei,2025-10-14,uniform
sei_weights.csv,40,0.3,16,0.3,4.405862,0.9369923,0.04863,sei,2025-10-14,uniform
sei_weights.csv,40,0.0,16,0.33,6.009999,1.0,0.33813,sei,2025-10-14,uniform
sei_weights.csv,40,0.1,16,0.33,5.688999,1.0,0.27196,sei,2025-10-14,uniform
sei_weights.csv,40,0.2,16,0.33,5.367999,1.0,0.2136,sei,2025-10-14,uniform
sei_weights.csv,40,0.3,16,0.33,5.046999,0.9945997,0.16638,sei,2025-10-14,uniform
solana_weights.csv,953,0.0,381,0.2,79.327822,7.123283e-05,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.1,381,0.2,71.754851,6.959232e-07,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.2,381,0.2,64.18188,1.257115e-09,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.3,381,0.2,56.608908,2.132646e-13,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.0,381,0.25,95.955647,0.03515785,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.1,381,0.25,86.83983,0.002048068,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.2,381,0.25,77.724014,3.002623e-05,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.3,381,0.25,68.608197,6.392376e-08,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.0,381,0.3,116.777041,0.7420679,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.1,381,0.3,105.77898,0.2419326,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.2,381,0.3,94.780919,0.0259712,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.3,381,0.3,83.782859,0.0005927124,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.0,381,0.33,127.369567,1.0,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.1,381,0.33,115.432191,0.6794884,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.2,381,0.33,103.494814,0.1687297,0.0,solana,2025-10-14,uniform
solana_weights.csv,953,0.3,381,0.33,91.557438,0.01032322,0.0,solana,2025-10-14,uniform
sui_weights.csv,121,0.0,48,0.2,9.8832,0.2831117,0.0,sui,2025-10-14,uniform
sui_weights.csv,121,0.1,48,0.2,9.291574,0.1989956,0.0,sui,2025-10-14,uniform
sui_weights.csv,121,0.2,48,0.2,8.699948,0.1297944,0.0,sui,2025-10-14,uniform
sui_weights.csv,121,0.3,48,0.2,8.108323,0.0772836,0.0,sui,2025-10-14,uniform
sui_weights.csv,121,0.0,48,0.25,12.2256,0.6781258,0.0,sui,2025-10-14,uniform
sui_weights.csv,121,0.1,48,0.25,11.518742,0.5592659,0.0,sui,2025-10-14,uniform
sui_weights.csv,121,0.2,48,0.25,10.811885,0.4361173,0.0,sui,2025-10-14,uniform
sui_weights.csv,121,0.3,48,0.25,10.105027,0.317805,0.0,sui,2025-10-14,uniform
sui_weights.csv,121,0.0,48,0.3,14.4624,0.946967,0.00334,sui,2025-10-14,uniform
sui_weights.csv,121,0.1,48,0.3,13.650871,0.8739334,0.00149,sui,2025-10-14,uniform
sui_weights.csv,121,0.2,48,0.3,12.839341,0.7715507,0.00077,sui,2025-10-14,uniform
sui_weights.csv,121,0.3,48,0.3,12.027812,0.6457958,0.00029,sui,2025-10-14,uniform
sui_weights.csv,121,0.0,48,0.33,15.9216,0.9998713,0.05566,sui,2025-10-14,uniform
sui_weights.csv,121,0.1,48,0.33,15.04349,0.9799315,0.03039,sui,2025-10-14,uniform
sui_weights.csv,121,0.2,48,0.33,14.165379,0.9238521,0.01709,sui,2025-10-14,uniform
sui_weights.csv,121,0.3,48,0.33,13.287269,0.831428,0.00862,sui,2025-10-14,uniform
tezos_weights.csv,302,0.0,120,0.2,27.585326,0.1553006,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.1,120,0.2,24.906264,0.04740423,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.2,120,0.2,22.227201,0.00876469,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.3,120,0.2,19.548139,0.0007987567,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.0,120,0.25,35.554519,0.8308741,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.1,120,0.25,32.118273,0.5248108,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.2,120,0.25,28.682026,0.2256665,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.3,120,0.25,25.245779,0.05645923,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.0,120,0.3,43.080053,1.0,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.1,120,0.3,38.930988,0.990263,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.2,120,0.3,34.781924,0.7703247,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.3,120,0.3,30.632859,0.3848951,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.0,120,0.33,43.080053,1.0,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.1,120,0.33,38.930988,0.990263,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.2,120,0.33,34.781924,0.7703247,0.0,tezos,2025-10-14,uniform
tezos_weights.csv,302,0.3,120,0.33,30.632859,0.3848951,0.0,tezos,2025-10-14,uniform
avalanche_weights.csv,882,0.0,352,0.2,70.491428,3.118543e-05,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.1,352,0.2,64.001016,3.684299e-07,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.2,352,0.2,57.510603,9.808472e-10,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.3,352,0.2,51.02019,3.332052e-13,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.0,352,0.25,90.075575,0.06396055,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.1,352,0.25,81.826294,0.00588188,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.2,352,0.25,73.577014,0.0001709781,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.3,352,0.25,65.327733,1.015557e-06,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.0,352,0.3,108.39,0.7819429,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.1,352,0.3,98.508823,0.3014691,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.2,352,0.3,88.627646,0.0450866,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.3,352,0.3,78.74647,0.001831354,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.0,352,0.33,118.718513,1.0,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.1,352,0.33,107.924213,0.7607599,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.2,352,0.33,97.129912,0.2464002,0.0,avalanche,2025-10-15,uniform
avalanche_weights.csv,882,0.3,352,0.33,86.335612,0.02448288,0.0,avalanche,2025-10-15,uniform
celestia_weights.csv,100,0.0,40,0.2,8.842769,0.467602,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.1,40,0.2,8.158492,0.3348358,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.2,40,0.2,7.474215,0.2163173,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.3,40,0.2,6.789938,0.1222197,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.0,40,0.25,10.05552,0.700362,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.1,40,0.25,9.289968,0.5562089,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.2,40,0.25,8.524416,0.4048284,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.3,40,0.25,7.758864,0.263153,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.0,40,0.3,12.034913,0.9543789,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.1,40,0.3,11.151422,0.867356,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.2,40,0.3,10.267931,0.7370866,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.3,40,0.3,9.384439,0.5747114,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.0,40,0.33,13.719689,1.0,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.1,40,0.33,12.74772,0.9910727,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.2,40,0.33,11.775751,0.933631,0.0,celestia,2025-10-15,uniform
celestia_weights.csv,100,0.3,40,0.33,10.803782,0.8208463,0.0,celestia,2025-10-15,uniform
cosmoshub_weights.csv,200,0.0,80,0.2,16.744804,0.1409035,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.1,80,0.2,15.150324,0.05404139,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.2,80,0.2,13.555843,0.01459897,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.3,80,0.2,11.961363,0.002414567,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.0,80,0.25,20.454969,0.5332406,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.1,80,0.25,18.529472,0.3038728,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.2,80,0.25,16.603975,0.1309681,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.3,80,0.25,14.678478,0.03824818,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.0,80,0.3,26.189271,0.9971034,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.1,80,0.3,23.770344,0.8890203,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.2,80,0.3,21.351417,0.643353,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.3,80,0.3,18.93249,0.3488296,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.0,80,0.33,28.817889,1.0,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.1,80,0.33,26.1761,0.9969401,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.2,80,0.33,23.534311,0.8702546,0.0,cosmoshub,2025-10-15,uniform
cosmoshub_weights.csv,200,0.3,80,0.33,20.892522,0.5874638,0.0,cosmoshub,2025-10-15,uniform
injective_weights.csv,50,0.0,20,0.2,4.308956,0.6504966,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.1,20,0.2,3.99806,0.5522563,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.2,20,0.2,3.687164,0.4481833,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.3,20,0.2,3.376269,0.3433848,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.0,20,0.25,5.492454,0.9197284,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.1,20,0.25,5.103209,0.8524299,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.2,20,0.25,4.713963,0.7636635,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.3,20,0.25,4.324718,0.6552475,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.0,20,0.3,6.604583,0.9998055,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.1,20,0.3,6.144125,0.9852956,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.2,20,0.3,5.683667,0.9449054,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.3,20,0.3,5.223208,0.8754924,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.0,20,0.33,6.604583,0.9998055,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.1,20,0.33,6.144125,0.9852956,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.2,20,0.33,5.683667,0.9449054,0.0,injective,2025-10-15,uniform
injective_weights.csv,50,0.3,20,0.33,5.223208,0.8754924,0.0,injective,2025-10-15,uniform
near_weights.csv,317,0.0,126,0.2,26.9043,0.05940703,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.1,126,0.2,24.412608,0.01464801,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.2,126,0.2,21.920916,0.002175126,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.3,126,0.2,19.429224,0.0001600384,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.0,126,0.25,34.934862,0.6210904,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.1,126,0.25,31.719609,0.3293508,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.2,126,0.25,28.504356,0.1188518,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.3,126,0.25,25.289104,0.02520225,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.0,126,0.3,38.779776,0.9147226,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.1,126,0.3,35.219779,0.647206,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.2,126,0.3,31.659783,0.324419,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.3,126,0.3,28.099786,0.101062,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.0,126,0.33,42.167569,1.0,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.1,126,0.33,38.308541,0.8881886,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.2,126,0.33,34.449512,0.5760118,0.0,near,2025-10-15,uniform
near_weights.csv,317,0.3,126,0.33,30.590484,0.2420789,0.0,near,2025-10-15,uniform
osmosis_weights.csv,100,0.0,40,0.2,8.266814,0.3552097,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.1,40,0.2,7.640133,0.2431359,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.2,40,0.2,7.013451,0.149823,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.3,40,0.2,6.38677,0.08058246,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.0,40,0.25,10.267166,0.7369576,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.1,40,0.25,9.520449,0.6010888,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.2,40,0.25,8.773733,0.4539101,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.3,40,0.25,8.027016,0.3105967,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.0,40,0.3,12.14591,0.9620437,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.1,40,0.3,11.291319,0.8841768,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.2,40,0.3,10.436728,0.7649275,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.3,40,0.3,9.582137,0.6129305,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.0,40,0.33,13.933229,1.0,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.1,40,0.33,12.979907,0.9967973,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.2,40,0.33,12.026584,0.9537742,0.0,osmosis,2025-10-15,uniform
osmosis_weights.csv,100,0.3,40,0.33,11.073261,0.8574764,0.0,osmosis,2025-10-15,uniform
sei_weights.csv,40,0.0,16,0.2,3.749479,0.8001012,0.0,sei,2025-10-15,uniform
sei_weights.csv,40,0.1,16,0.2,3.534531,0.7370127,0.0,sei,2025-10-15,uniform
sei_weights.csv,40,0.2,16,0.2,3.319583,0.665512,0.0,sei,2025-10-15,uniform
sei_weights.csv,40,0.3,16,0.2,3.104636,0.5866666,0.0,sei,2025-10-15,uniform
sei_weights.csv,40,0.0,16,0.25,4.509888,0.9511184,0.0,sei,2025-10-15,uniform
sei_weights.csv,40,0.1,16,0.25,4.258899,0.9136089,0.0,sei,2025-10-15,uniform
sei_weights.csv,40,0.2,16,0.25,4.00791,0.8640656,0.0,sei,2025-10-15,uniform
sei_weights.csv,40,0.3,16,0.25,3.756922,0.8021269,0.0,sei,2025-10-15,uniform
sei_weights.csv,40,0.0,16,0.3,5.264771,0.9997024,0.11992,sei,2025-10-15,uniform
sei_weights.csv,40,0.1,16,0.3,4.978294,0.9915954,0.0903,sei,2025-10-15,uniform
sei_weights.csv,40,0.2,16,0.3,4.691817,0.9711849,0.0668,sei,2025-10-15,uniform
sei_weights.csv,40,0.3,16,0.3,4.40534,0.9369164,0.04826,sei,2025-10-15,uniform
sei_weights.csv,40,0.0,16,0.33,6.009264,1.0,0.3368,sei,2025-10-15,uniform
sei_weights.csv,40,0.1,16,0.33,5.688338,1.0,0.27183,sei,2025-10-15,uniform
sei_weights.csv,40,0.2,16,0.33,5.367412,1.0,0.21457,sei,2025-10-15,uniform
sei_weights.csv,40,0.3,16,0.33,5.046485,0.9945798,0.16672,sei,2025-10-15,uniform
solana_weights.csv,949,0.0,379,0.2,78.484799,5.984959e-05,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.1,379,0.2,70.99575,5.700097e-07,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.2,379,0.2,63.506701,1.005331e-09,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.3,379,0.2,56.017652,1.669548e-13,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.0,379,0.25,94.89331,0.03104762,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.1,379,0.25,85.88322,0.001745823,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.2,379,0.25,76.87313,2.472807e-05,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.3,379,0.25,67.863041,5.094478e-08,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.0,379,0.3,115.805625,0.7268616,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.1,379,0.3,104.903988,0.2324301,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.2,379,0.3,94.00235,0.02456044,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.3,379,0.3,83.100713,0.0005546541,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.0,379,0.33,126.637685,1.0,0.0,solana,2025-10-15,uniform
solana_weights.csv,949,0.1,379,0.33,114.772652,0.678306,0.0,solana,2025-10-15,uniform
