date,chain,alpha,bound_reduction_%,mu_reduction_%
2025-10-20,solana,0.3,99.93,28.22
2025-10-20,sui,0.3,31.66,16.99
2025-10-20,tezos,0.3,88.24,29.06
2025-10-20,avalanche,0.33,96.89,27.16
2025-10-20,celestia,0.33,20.19,21.11
2025-10-20,cosmoshub,0.33,39.53,27.52
2025-10-20,injective,0.33,3.36,20.25
2025-10-20,near,0.33,79.37,27.55
2025-10-20,osmosis,0.33,14.24,20.53
2025-10-20,sei,0.33,0.94,15.72
2025-10-20,solana,0.33,99.1,28.09
2025-10-20,sui,0.33,16.45,16.72
2025-10-20,tezos,0.33,51.62,28.94
2025-10-21,avalanche,0.2,100.0,27.49
2025-10-21,celestia,0.2,74.25,23.17
2025-10-21,cosmoshub,0.2,98.17,28.58
2025-10-21,injective,0.2,47.56,21.58
2025-10-21,near,0.2,99.83,27.87
2025-10-21,osmosis,0.2,77.63,22.69
2025-10-21,sei,0.2,27.35,16.91
2025-10-21,solana,0.2,100.0,28.62
2025-10-21,sui,0.2,72.89,18.08
2025-10-21,tezos,0.2,97.75,29.02
2025-10-21,avalanche,0.25,100.0,27.4
2025-10-21,celestia,0.25,53.66,22.22
2025-10-21,cosmoshub,0.25,92.43,28.26
2025-10-21,injective,0.25,29.15,21.21
2025-10-21,near,0.25,96.93,27.71
2025-10-21,osmosis,0.25,58.28,21.77
2025-10-21,sei,0.25,16.5,16.4
2025-10-21,solana,0.25,100.0,28.47
2025-10-21,sui,0.25,53.25,17.48
2025-10-21,tezos,0.25,82.12,28.86
2025-10-21,avalanche,0.3,99.66,27.27
2025-10-21,celestia,0.3,31.96,21.42
2025-10-21,cosmoshub,0.3,63.23,27.73
2025-10-21,injective,0.3,12.84,20.87
2025-10-21,near,0.3,90.99,27.64
2025-10-21,osmosis,0.3,37.0,21.05
2025-10-21,sei,0.3,7.33,16.02
2025-10-21,solana,0.3,99.92,28.22
2025-10-21,sui,0.3,31.73,16.99
2025-10-21,tezos,0.3,82.12,28.86
2025-10-21,avalanche,0.33,96.78,27.2
2025-10-21,celestia,0.33,22.18,20.99
2025-10-21,cosmoshub,0.33,63.23,27.73
2025-10-21,injective,0.33,3.34,20.25
2025-10-21,near,0.33,79.3,27.56
2025-10-21,osmosis,0.33,14.98,20.47
2025-10-21,sei,0.33,0.96,15.71
2025-10-21,solana,0.33,99.02,28.08
2025-10-21,sui,0.33,16.53,16.71
2025-10-21,tezos,0.33,43.55,28.71
2025-10-22,avalanche,0.2,100.0,27.5
2025-10-22,celestia,0.2,74.26,23.17
2025-10-22,cosmoshub,0.2,98.15,28.58
2025-10-22,injective,0.2,45.27,21.96
2025-10-22,near,0.2,99.82,27.93
2025-10-22,osmosis,0.2,77.7,22.68
2025-10-22,sei,0.2,27.31,16.93
2025-10-22,solana,0.2,100.0,28.62
2025-10-22,sui,0.2,73.97,18.14
2025-10-22,tezos,0.2,97.76,29.02
2025-10-22,avalanche,0.25,100.0,27.4
2025-10-22,celestia,0.25,54.19,22.17
2025-10-22,cosmoshub,0.25,92.35,28.26
2025-10-22,injective,0.25,26.93,21.5
2025-10-22,near,0.25,96.75,27.77
2025-10-22,osmosis,0.25,58.36,21.77
2025-10-22,sei,0.25,16.49,16.41
2025-10-22,solana,0.25,100.0,28.47
2025-10-22,sui,0.25,54.51,17.54
2025-10-22,tezos,0.25,82.2,28.86
2025-10-22,avalanche,0.3,99.71,27.28
2025-10-22,celestia,0.3,33.81,21.29
2025-10-22,cosmoshub,0.3,62.84,27.73
2025-10-22,injective,0.3,10.69,21.11
2025-10-22,near,0.3,90.36,27.7
2025-10-22,osmosis,0.3,37.13,21.04
2025-10-22,sei,0.3,7.39,16.0
2025-10-22,solana,0.3,99.92,28.22
2025-10-22,sui,0.3,32.97,17.04
2025-10-22,tezos,0.3,82.2,28.86
2025-10-22,avalanche,0.33,97.21,27.2
2025-10-22,celestia,0.33,15.21,20.45
2025-10-22,cosmoshub,0.33,62.84,27.73
2025-10-22,injective,0.33,10.69,21.11
2025-10-22,near,0.33,77.64,27.62
2025-10-22,osmosis,0.33,15.14,20.46
2025-10-22,sei,0.33,1.0,15.68
2025-10-22,solana,0.33,99.0,28.08
2025-10-22,sui,0.33,17.65,16.76
2025-10-22,tezos,0.33,43.74,28.71
2025-10-23,avalanche,0.2,100.0,27.54
2025-10-23,celestia,0.2,73.76,23.23
2025-10-23,cosmoshub,0.2,98.14,28.58
2025-10-23,injective,0.2,45.12,21.99
2025-10-23,near,0.2,99.83,27.94
2025-10-23,osmosis,0.2,77.29,22.75
2025-10-23,sei,0.2,28.93,16.1
2025-10-23,solana,0.2,100.0,28.62
2025-10-23,sui,0.2,73.93,18.15
2025-10-23,tezos,0.2,97.76,29.02
2025-10-23,avalanche,0.25,100.0,27.45
2025-10-23,celestia,0.25,53.39,22.24
2025-10-23,cosmoshub,0.25,92.32,28.26
2025-10-23,injective,0.25,26.74,21.52
2025-10-23,near,0.25,96.8,27.78
2025-10-23,osmosis,0.25,57.75,21.83
2025-10-23,sei,0.25,18.18,15.72
2025-10-23,solana,0.25,100.0,28.48
2025-10-23,sui,0.25,54.46,17.55
2025-10-23,tezos,0.25,82.18,28.86
2025-10-23,avalanche,0.3,99.85,27.35
2025-10-23,celestia,0.3,32.8,21.36
2025-10-23,cosmoshub,0.3,62.8,27.73
2025-10-23,injective,0.3,10.46,21.13
2025-10-23,near,0.3,90.44,27.72
2025-10-23,osmosis,0.3,36.62,21.08
2025-10-23,sei,0.3,9.11,15.44
2025-10-23,solana,0.3,99.87,28.24
2025-10-23,sui,0.3,32.89,17.05
2025-10-23,tezos,0.3,82.18,28.86
2025-10-23,avalanche,0.33,98.35,27.27
2025-10-23,celestia,0.33,23.05,20.93
2025-10-23,cosmoshub,0.33,62.8,27.73
2025-10-23,injective,0.33,10.46,21.13
2025-10-23,near,0.33,77.68,27.64
2025-10-23,osmosis,0.33,15.09,20.46
2025-10-23,sei,0.33,2.06,15.1
2025-10-23,solana,0.33,99.2,28.15
2025-10-23,sui,0.33,17.57,16.77
2025-10-23,tezos,0.33,43.44,28.71
2025-10-24,avalanche,0.2,100.0,27.5
2025-10-24,celestia,0.2,73.79,23.22
2025-10-24,cosmoshub,0.2,98.11,28.59
2025-10-24,injective,0.2,45.24,21.97
2025-10-24,near,0.2,99.84,27.93
2025-10-24,osmosis,0.2,77.18,22.76
2025-10-24,sei,0.2,28.76,16.2
2025-10-24,solana,0.2,100.0,28.61
2025-10-24,sui,0.2,73.97,18.14
2025-10-24,tezos,0.2,97.8,29.02
2025-10-24,avalanche,0.25,100.0,27.41
2025-10-24,celestia,0.25,53.43,22.24
2025-10-24,cosmoshub,0.25,92.27,28.26
2025-10-24,injective,0.25,26.9,21.5
2025-10-24,near,0.25,96.94,27.77
2025-10-24,osmosis,0.25,57.59,21.85
2025-10-24,sei,0.25,18.0,15.8
2025-10-24,solana,0.25,100.0,28.47
2025-10-24,sui,0.25,54.49,17.55
2025-10-24,tezos,0.25,82.49,28.86
2025-10-24,avalanche,0.3,99.75,27.28
2025-10-24,celestia,0.3,32.85,21.36
2025-10-24,cosmoshub,0.3,62.63,27.74
2025-10-24,injective,0.3,10.65,21.11
2025-10-24,near,0.3,90.77,27.71
2025-10-24,osmosis,0.3,36.48,21.09
2025-10-24,sei,0.3,9.3,15.37
2025-10-24,solana,0.3,99.95,28.27
2025-10-24,sui,0.3,32.93,17.04
2025-10-24,tezos,0.3,82.49,28.86
2025-10-24,avalanche,0.33,97.5,27.2
2025-10-24,celestia,0.33,23.1,20.93
2025-10-24,cosmoshub,0.33,62.63,27.74
2025-10-24,injective,0.33,10.65,21.11
2025-10-24,near,0.33,80.21,27.61
2025-10-24,osmosis,0.33,14.96,20.47
2025-10-24,sei,0.33,2.23,15.02
2025-10-24,solana,0.33,99.15,28.14
2025-10-24,sui,0.33,17.61,16.76
2025-10-24,tezos,0.33,44.11,28.72
2025-10-25,avalanche,0.2,100.0,27.56
2025-10-25,celestia,0.2,73.5,23.26
2025-10-25,cosmoshub,0.2,98.08,28.59
2025-10-25,injective,0.2,45.11,21.99
2025-10-25,near,0.2,99.84,27.94
2025-10-25,osmosis,0.2,76.59,22.85
2025-10-25,sei,0.2,28.78,16.19
2025-10-25,solana,0.2,100.0,28.58
2025-10-25,sui,0.2,73.95,18.15
2025-10-25,tezos,0.2,97.8,29.03
2025-10-25,avalanche,0.25,100.0,27.41
2025-10-25,celestia,0.25,53.07,22.27
2025-10-25,cosmoshub,0.25,92.25,28.26
2025-10-25,injective,0.25,26.77,21.52
2025-10-25,near,0.25,96.96,27.79
2025-10-25,osmosis,0.25,56.99,21.91
2025-10-25,sei,0.25,17.95,15.82
2025-10-25,solana,0.25,100.0,28.44
2025-10-25,sui,0.25,54.49,17.55
2025-10-25,tezos,0.25,82.51,28.87
2025-10-25,avalanche,0.3,99.7,27.28
2025-10-25,celestia,0.3,32.44,21.39
2025-10-25,cosmoshub,0.3,62.54,27.74
2025-10-25,injective,0.3,10.5,21.13
2025-10-25,near,0.3,90.63,27.73
2025-10-25,osmosis,0.3,36.01,21.13
2025-10-25,sei,0.3,9.22,15.4
2025-10-25,solana,0.3,99.88,28.19
2025-10-25,sui,0.3,32.93,17.04
2025-10-25,tezos,0.3,82.51,28.87
2025-10-25,avalanche,0.33,97.3,27.2
2025-10-25,celestia,0.33,22.67,20.96
2025-10-25,cosmoshub,0.33,62.54,27.74
2025-10-25,injective,0.33,10.5,21.13
2025-10-25,near,0.33,79.96,27.63
2025-10-25,osmosis,0.33,14.81,20.48
2025-10-25,sei,0.33,2.15,15.06
2025-10-25,solana,0.33,98.41,28.06
2025-10-25,sui,0.33,17.61,16.76
2025-10-25,tezos,0.33,44.22,28.72
2025-10-26,avalanche,0.2,100.0,27.52
2025-10-26,celestia,0.2,73.46,23.26
2025-10-26,cosmoshub,0.2,98.08,28.59
2025-10-26,injective,0.2,45.14,21.98
2025-10-26,near,0.2,99.86,27.96
2025-10-26,osmosis,0.2,76.65,22.84
2025-10-26,sei,0.2,28.78,16.19
2025-10-26,solana,0.2,100.0,28.58
2025-10-26,sui,0.2,73.97,18.14
2025-10-26,tezos,0.2,97.9,29.03
2025-10-26,avalanche,0.25,100.0,27.4
2025-10-26,celestia,0.25,53.22,22.25
2025-10-26,cosmoshub,0.25,92.23,28.26
2025-10-26,injective,0.25,26.79,21.52
2025-10-26,near,0.25,96.96,27.82
2025-10-26,osmosis,0.25,57.09,21.9
2025-10-26,sei,0.25,17.95,15.82
2025-10-26,solana,0.25,100.0,28.44
2025-10-26,sui,0.25,54.51,17.54
2025-10-26,tezos,0.25,82.9,28.87
2025-10-26,avalanche,0.3,99.71,27.27
2025-10-26,celestia,0.3,32.61,21.37
2025-10-26,cosmoshub,0.3,62.42,27.74
2025-10-26,injective,0.3,10.52,21.13
2025-10-26,near,0.3,90.52,27.76
2025-10-26,osmosis,0.3,36.18,21.12
2025-10-26,sei,0.3,9.22,15.4
2025-10-26,solana,0.3,99.88,28.18
2025-10-26,sui,0.3,32.97,17.04
2025-10-26,tezos,0.3,82.9,28.87
2025-10-26,avalanche,0.33,97.57,27.18
2025-10-26,celestia,0.33,22.85,20.95
2025-10-26,cosmoshub,0.33,62.42,27.74
2025-10-26,injective,0.33,10.52,21.13
2025-10-26,near,0.33,79.54,27.66
2025-10-26,osmosis,0.33,15.0,20.47
2025-10-26,sei,0.33,2.15,15.06
2025-10-26,solana,0.33,98.46,28.05
2025-10-26,sui,0.33,17.65,16.76
2025-10-26,tezos,0.33,44.71,28.73
